id,ResourceID,Period,Duration,Label1,Value,Unit,Measure,Multiplier
dc47b0ab-ceb2-4310-80e1-e5915932d803,CPCOV2,2020-05-20,P1D,Deceased,21,Number,COVID-19 cases,0
e6220241-9332-45ac-9fbb-014c0e464a77,CPCOV2,2020-05-21,P1D,Deceased,21,Number,COVID-19 cases,0
9a404d1c-8a33-47f0-b0c8-063041315fd3,CPCOV2,2020-05-22,P1D,Deceased,21,Number,COVID-19 cases,0
02625988-23ba-4b8e-bccc-ff58ce272f03,CPCOV2,2020-05-24,P1D,Deceased,21,Number,COVID-19 cases,0
86637680-2a8f-453f-999f-3d73e620d3e2,CPCOV2,2020-05-23,P1D,Deceased,21,Number,COVID-19 cases,0
05cb3952-550c-46aa-a193-1563cb4d2e52,CPCOV2,2020-05-27,P1D,Deceased,21,Number,COVID-19 cases,0
29a481bc-9587-4760-8e0d-4669a72ee21a,CPCOV2,2020-05-25,P1D,Deceased,21,Number,COVID-19 cases,0
6748dc87-f260-4409-b9d0-577711af93a1,CPCOV2,2020-05-26,P1D,Deceased,21,Number,COVID-19 cases,0
de44c195-5c64-4391-94a0-547796220b3b,CPCOV2,2020-05-28,P1D,Deceased,22,Number,COVID-19 cases,0
aac81184-1c99-4cf8-986a-ee08df4a2db2,CPCOV2,2020-06-02,P1D,Deceased,22,Number,COVID-19 cases,0
c4f1ef88-2488-4e50-abb4-c00a76d07b07,CPCOV2,2020-05-29,P1D,Deceased,22,Number,COVID-19 cases,0
953e9974-9a82-431f-bf3c-ff457b0afb28,CPCOV2,2020-05-30,P1D,Deceased,22,Number,COVID-19 cases,0
61f6622c-3104-4f7e-928e-dea4c1e02df1,CPCOV2,2020-05-31,P1D,Deceased,22,Number,COVID-19 cases,0
d4a6fba4-8c57-46f6-a143-9e5b68a1f394,CPCOV2,2020-06-01,P1D,Deceased,22,Number,COVID-19 cases,0
3f32a74a-06fe-4c59-a3e9-183604b0a7b9,CPCOV2,2020-06-05,P1D,Deceased,22,Number,COVID-19 cases,0
55ec4121-9921-4af3-b55c-7a2d1ab36018,CPCOV2,2020-06-03,P1D,Deceased,22,Number,COVID-19 cases,0
0d0d5fd1-e5c9-4bdc-a201-89889abca713,CPCOV2,2020-06-08,P1D,Deceased,22,Number,COVID-19 cases,0
ff095767-6f1c-4dc9-abc3-b347f6408445,CPCOV2,2020-06-04,P1D,Deceased,22,Number,COVID-19 cases,0
895f2c6d-eb2c-4e1b-a54e-107e6ecbe6a9,CPCOV2,2020-06-06,P1D,Deceased,22,Number,COVID-19 cases,0
a0bd8610-3449-4738-a4db-60b3f8e742e0,CPCOV2,2020-06-07,P1D,Deceased,22,Number,COVID-19 cases,0
0fefaf08-8259-4520-a0ac-34de91e0c36f,CPCOV2,2020-06-09,P1D,Deceased,22,Number,COVID-19 cases,0
de030cd3-15a4-4423-a3ca-186d4bbfe60d,CPCOV2,2020-06-14,P1D,Deceased,22,Number,COVID-19 cases,0
bc79af79-0ed5-4deb-a1c3-84a73cb560d3,CPCOV2,2020-06-10,P1D,Deceased,22,Number,COVID-19 cases,0
d77340e9-81af-4ade-a03c-ae5aae82f699,CPCOV2,2020-06-11,P1D,Deceased,22,Number,COVID-19 cases,0
51a655f0-0f2d-4e54-9b6e-85f53684c792,CPCOV2,2020-06-12,P1D,Deceased,22,Number,COVID-19 cases,0
1922bb51-72a5-456b-bfb7-31b543186fd1,CPCOV2,2020-06-13,P1D,Deceased,22,Number,COVID-19 cases,0
36f96bba-4e83-48c8-ab2d-8ce124d305eb,CPCOV2,2020-06-16,P1D,Deceased,22,Number,COVID-19 cases,0
ae796884-49de-4f5c-8e79-429dfc223c46,CPCOV2,2020-06-15,P1D,Deceased,22,Number,COVID-19 cases,0
675b2b8a-4300-40c8-9780-9162b98e30d5,CPCOV2,2020-06-17,P1D,Deceased,22,Number,COVID-19 cases,0
018c2232-edaf-48c0-bca8-07f0386afa3e,CPCOV2,2020-06-18,P1D,Deceased,22,Number,COVID-19 cases,0
3368e73d-d679-4527-9db7-55199ad25dbf,CPCOV2,2020-06-19,P1D,Deceased,22,Number,COVID-19 cases,0
58b59a07-e4e3-4214-98e8-f4501bb336a5,CPCOV2,2020-06-20,P1D,Deceased,22,Number,COVID-19 cases,0
61af4796-626f-45a9-8e9b-7706a23c5643,CPCOV2,2020-06-23,P1D,Deceased,22,Number,COVID-19 cases,0
cdcbf2be-1209-4787-a4e5-817c311188ca,CPCOV2,2020-06-21,P1D,Deceased,22,Number,COVID-19 cases,0
68aaac9c-1fd4-42b3-833e-89a4ea9698c4,CPCOV2,2020-06-22,P1D,Deceased,22,Number,COVID-19 cases,0
21d4a5fd-1c47-4eb9-9fbe-4be3bd7328cd,CPCOV2,2020-06-25,P1D,Deceased,22,Number,COVID-19 cases,0
7e95e9c8-0f25-48bb-8dd3-649ef1d0d331,CPCOV2,2020-06-24,P1D,Deceased,22,Number,COVID-19 cases,0
748fcd55-f199-4777-a095-b0a52b601623,CPCOV2,2020-06-26,P1D,Deceased,22,Number,COVID-19 cases,0
41d92175-1038-49cb-b6f7-5201c647450b,CPCOV2,2020-06-27,P1D,Deceased,22,Number,COVID-19 cases,0
893ed0fe-864a-4ca0-81c5-1e3c21bcfd05,CPCOV2,2020-06-28,P1D,Deceased,22,Number,COVID-19 cases,0
136c5da2-3bc5-4fe4-8d3c-5962472a8f64,CPCOV2,2020-06-30,P1D,Deceased,22,Number,COVID-19 cases,0
69a3e809-a8bc-4a54-9a9b-dd39876d2061,CPCOV2,2020-06-29,P1D,Deceased,22,Number,COVID-19 cases,0
b3faddc8-1f9d-4469-9b4c-9f603f1ccee5,CPCOV2,2020-07-01,P1D,Deceased,22,Number,COVID-19 cases,0
f44fd483-4b4a-464f-994e-dde44755d4a3,CPCOV2,2020-07-02,P1D,Deceased,22,Number,COVID-19 cases,0
ea57b167-3180-4850-8845-6655442530aa,CPCOV2,2020-07-03,P1D,Deceased,22,Number,COVID-19 cases,0
0e31b54b-746b-4337-aac0-d42a280707f8,CPCOV2,2020-07-04,P1D,Deceased,22,Number,COVID-19 cases,0
275f71c9-5bff-487a-8eaf-187d8a3e66bb,CPCOV2,2020-07-05,P1D,Deceased,22,Number,COVID-19 cases,0
4c5f5771-a9c5-49f7-a195-225af9facc2b,CPCOV2,2020-07-09,P1D,Deceased,22,Number,COVID-19 cases,0
9db040ab-a5ea-4091-9754-ccfe307ccf7f,CPCOV2,2020-07-06,P1D,Deceased,22,Number,COVID-19 cases,0
c55d3a51-3b1c-44f3-a1e8-4f3e63ba78a7,CPCOV2,2020-07-07,P1D,Deceased,22,Number,COVID-19 cases,0
8dc6d341-c1ea-4589-bb7f-07b83bac4d98,CPCOV2,2020-07-08,P1D,Deceased,22,Number,COVID-19 cases,0
9474b646-4ef9-40a2-ba34-3fffe471fb9e,CPCOV2,2020-07-10,P1D,Deceased,22,Number,COVID-19 cases,0
ed25a22e-b570-4229-99ae-5ca6e7d506aa,CPCOV2,2020-07-13,P1D,Deceased,22,Number,COVID-19 cases,0
5c978f02-2ffa-4ff2-bcd1-94d5c4b2865a,CPCOV2,2020-07-11,P1D,Deceased,22,Number,COVID-19 cases,0
e1e6eaa3-c164-4592-a32d-bdca3f39409d,CPCOV2,2020-07-12,P1D,Deceased,22,Number,COVID-19 cases,0
adf3b346-ccf8-426e-824d-636530a74fef,CPCOV2,2020-07-14,P1D,Deceased,22,Number,COVID-19 cases,0
026bb5c3-70fc-4314-bcbc-5ea191e4e341,CPCOV2,2020-07-15,P1D,Deceased,22,Number,COVID-19 cases,0
930fac80-ef6a-49d8-bab2-1c97f023e440,CPCOV2,2020-07-16,P1D,Deceased,22,Number,COVID-19 cases,0
b0d68e5d-a34c-44e8-8dbc-0a2169d80b60,CPCOV2,2020-07-19,P1D,Deceased,22,Number,COVID-19 cases,0
f216f74c-fbf9-45b0-a618-844e30a3ea28,CPCOV2,2020-07-17,P1D,Deceased,22,Number,COVID-19 cases,0
2caa0d82-b8d9-4eaf-b7e3-0c74581916ac,CPCOV2,2020-07-18,P1D,Deceased,22,Number,COVID-19 cases,0
4203052b-ed2f-4813-8a21-c390eb78be58,CPCOV2,2020-07-20,P1D,Deceased,22,Number,COVID-19 cases,0
b54037c7-dcc4-498e-a9a1-11daf41963f4,CPCOV2,2020-07-21,P1D,Deceased,22,Number,COVID-19 cases,0
2ed11291-f82f-4d6d-a449-ce2d9e7f78ec,CPCOV2,2020-07-22,P1D,Deceased,22,Number,COVID-19 cases,0
ebfb40d4-8091-4544-980f-745d5fa45ccd,CPCOV2,2020-07-25,P1D,Deceased,22,Number,COVID-19 cases,0
06080e3d-793c-4310-a4fc-6ef30216c7da,CPCOV2,2020-07-27,P1D,Deceased,22,Number,COVID-19 cases,0
98fa538c-a3db-4e5e-b0b7-325be3adfa6a,CPCOV2,2020-07-23,P1D,Deceased,22,Number,COVID-19 cases,0
88364989-60d8-44cd-b194-aa531d4e1369,CPCOV2,2020-07-24,P1D,Deceased,22,Number,COVID-19 cases,0
9d764082-4314-4bf5-947b-63e46fc9c900,CPCOV2,2020-07-26,P1D,Deceased,22,Number,COVID-19 cases,0
4f1232b0-7041-4902-aeec-ac0ec7255563,CPCOV2,2020-07-28,P1D,Deceased,22,Number,COVID-19 cases,0
30ad9a91-7858-4b2e-a985-88f5e3e1bf8a,CPCOV2,2020-08-02,P1D,Deceased,22,Number,COVID-19 cases,0
75813cf9-b173-44b2-83fb-12951480166b,CPCOV2,2020-07-29,P1D,Deceased,22,Number,COVID-19 cases,0
0a9b954d-f964-4ee0-8c51-2d41d040d14a,CPCOV2,2020-07-30,P1D,Deceased,22,Number,COVID-19 cases,0
a49b1cd2-ae03-4796-a8b4-3d85c4cdaddf,CPCOV2,2020-08-03,P1D,Deceased,22,Number,COVID-19 cases,0
0861e653-e9b2-40c3-a41b-7dc9d24b8253,CPCOV2,2020-07-31,P1D,Deceased,22,Number,COVID-19 cases,0
b7c0a3c4-37f7-40c1-9fb0-512ef1b2b6da,CPCOV2,2020-08-04,P1D,Deceased,22,Number,COVID-19 cases,0
044a07ef-68ba-4398-8094-c1c6fdbabd81,CPCOV2,2020-08-01,P1D,Deceased,22,Number,COVID-19 cases,0
a1309389-6a3f-4703-95ee-9415dcec44b1,CPCOV2,2020-08-05,P1D,Deceased,22,Number,COVID-19 cases,0
4c9d1419-f59c-40de-80ca-3883697b924f,CPCOV2,2020-08-15,P1D,Deceased,22,Number,COVID-19 cases,0
9b45a5fb-9c58-4e07-8e54-d627eca71716,CPCOV2,2020-08-06,P1D,Deceased,22,Number,COVID-19 cases,0
123be32d-100f-4268-8462-da39cfa17dd9,CPCOV2,2020-08-07,P1D,Deceased,22,Number,COVID-19 cases,0
f5aa6fa0-ef6d-474a-acee-349ed32ed194,CPCOV2,2020-08-16,P1D,Deceased,22,Number,COVID-19 cases,0
6b7957c9-6560-41ba-bd51-99c9978ab7f2,CPCOV2,2020-08-08,P1D,Deceased,22,Number,COVID-19 cases,0
2ecfbe74-689b-4647-8996-cb2da8ad6c9f,CPCOV2,2020-08-09,P1D,Deceased,22,Number,COVID-19 cases,0
a43bf2a8-5b48-435d-a845-809d01ca81e6,CPCOV2,2020-08-10,P1D,Deceased,22,Number,COVID-19 cases,0
bcf59086-66ae-4325-a9f2-bd59aeff6eb7,CPCOV2,2020-08-11,P1D,Deceased,22,Number,COVID-19 cases,0
c15de3a6-99b3-42f0-b39a-00061fb771b0,CPCOV2,2020-08-12,P1D,Deceased,22,Number,COVID-19 cases,0
8f449271-c5d1-4571-a66c-12fef9f59ff0,CPCOV2,2020-08-13,P1D,Deceased,22,Number,COVID-19 cases,0
9914dac7-9308-4287-95a3-068df40d6f1c,CPCOV2,2020-08-14,P1D,Deceased,22,Number,COVID-19 cases,0
f5e6b3a7-f010-4a26-8812-a31c99c49445,CPCOV2,2020-08-17,P1D,Deceased,22,Number,COVID-19 cases,0
84a87280-45c2-47a1-8def-5f76a02c835e,CPCOV2,2020-08-19,P1D,Deceased,22,Number,COVID-19 cases,0
e382f0c6-e4a2-480c-9493-f7844661f505,CPCOV2,2020-08-18,P1D,Deceased,22,Number,COVID-19 cases,0
1dce2791-69f5-4eb7-b6b4-a70889dc1fca,CPCOV2,2020-08-20,P1D,Deceased,22,Number,COVID-19 cases,0
87c7ab2a-e71c-4585-8c64-5a6e31d36ee3,CPCOV2,2020-08-21,P1D,Deceased,22,Number,COVID-19 cases,0
d0cbee73-4d9a-47e6-956d-9389fb66b14a,CPCOV2,2020-08-22,P1D,Deceased,22,Number,COVID-19 cases,0
f85495a9-cc45-450a-9a4b-b2a10c88dd81,CPCOV2,2020-08-23,P1D,Deceased,22,Number,COVID-19 cases,0
4f8a12d1-a7d8-403d-a8b0-058bc16b9580,CPCOV2,2020-08-28,P1D,Deceased,22,Number,COVID-19 cases,0
8d12518b-38ef-4569-939f-d27e4f30ae6a,CPCOV2,2020-08-24,P1D,Deceased,22,Number,COVID-19 cases,0
25a07ae2-0278-4691-8582-1a49e6d220e3,CPCOV2,2020-08-25,P1D,Deceased,22,Number,COVID-19 cases,0
45dae39a-0e81-4d38-bcd9-7eb867b50614,CPCOV2,2020-08-26,P1D,Deceased,22,Number,COVID-19 cases,0
6f992153-fb7f-491d-9fad-73b483157301,CPCOV2,2020-08-27,P1D,Deceased,22,Number,COVID-19 cases,0
1f4ab02f-1206-4516-898a-f4e93fa4f4cc,CPCOV2,2020-08-29,P1D,Deceased,22,Number,COVID-19 cases,0
4fa448bb-0e50-475f-a1ff-3030f8a31cde,CPCOV2,2020-08-30,P1D,Deceased,22,Number,COVID-19 cases,0
3d6573a5-d3f5-4e94-a239-587770f5865e,CPCOV2,2020-09-02,P1D,Deceased,22,Number,COVID-19 cases,0
77ec9560-17c9-4a0e-869a-4f27cc975ed4,CPCOV2,2020-08-31,P1D,Deceased,22,Number,COVID-19 cases,0
05e3aeeb-00a0-4c81-b2c7-7784626f10fb,CPCOV2,2020-09-01,P1D,Deceased,22,Number,COVID-19 cases,0
b539f1e5-c690-4fd4-85b0-bf1b941e9717,CPCOV2,2020-09-03,P1D,Deceased,22,Number,COVID-19 cases,0
a29b9b7b-c994-41aa-9ca9-9e99b349ea14,CPCOV2,2020-09-06,P1D,Deceased,24,Number,COVID-19 cases,0
f4bf083f-96a6-4f38-b100-3eef889a9851,CPCOV2,2020-09-04,P1D,Deceased,22,Number,COVID-19 cases,0
0759648e-8470-48ab-93e5-f88631ad70cc,CPCOV2,2020-09-05,P1D,Deceased,24,Number,COVID-19 cases,0
0398d6b9-eb99-4ef0-a61b-7a9e291019d8,CPCOV2,2020-09-07,P1D,Deceased,24,Number,COVID-19 cases,0
159ecd5a-74a5-4820-93e7-522d58152988,CPCOV2,2020-09-08,P1D,Deceased,24,Number,COVID-19 cases,0
7fe8ae52-e680-4794-a2b3-b392110f65c4,CPCOV2,2020-09-11,P1D,Deceased,24,Number,COVID-19 cases,0
966f3ea3-4588-4a7f-b7ba-de72c7888e6e,CPCOV2,2020-09-09,P1D,Deceased,24,Number,COVID-19 cases,0
7e35b554-f796-4cd6-b946-b53a728a3ea4,CPCOV2,2020-09-10,P1D,Deceased,24,Number,COVID-19 cases,0
9c575601-b3a2-4ae6-8e82-4a8063f35c85,CPCOV2,2020-09-13,P1D,Deceased,24,Number,COVID-19 cases,0
70e5b9f7-cd69-4a40-abaf-c9fd52ba6aea,CPCOV2,2020-09-12,P1D,Deceased,24,Number,COVID-19 cases,0
c3810299-75ed-499a-9134-cb94270c45e5,CPCOV2,2020-09-14,P1D,Deceased,24,Number,COVID-19 cases,0
14f8bd1f-5c28-44d2-94c1-0e12e89c9501,CPCOV2,2020-09-15,P1D,Deceased,24,Number,COVID-19 cases,0
7a36824e-ec08-4b12-982f-2c51ff95ca59,CPCOV2,2020-09-18,P1D,Deceased,25,Number,COVID-19 cases,0
3c3dc1c4-7386-4193-95d5-d34e1e41032e,CPCOV2,2020-09-16,P1D,Deceased,25,Number,COVID-19 cases,0
f2251169-a958-41f7-ad7b-909cc181bfc9,CPCOV2,2020-09-20,P1D,Deceased,25,Number,COVID-19 cases,0
00917c8b-24ec-4d7a-9b49-09e216fe1832,CPCOV2,2020-09-17,P1D,Deceased,25,Number,COVID-19 cases,0
31b2152f-2ef0-40a6-b527-4ff0b01fc305,CPCOV2,2020-09-19,P1D,Deceased,25,Number,COVID-19 cases,0
60acda0f-b3b4-4557-a6e7-34224fb8c32e,CPCOV2,2020-09-21,P1D,Deceased,25,Number,COVID-19 cases,0
61cb4006-3ce7-49b6-9ab4-dce7bccf0ef5,CPCOV2,2020-09-22,P1D,Deceased,25,Number,COVID-19 cases,0
98dbbcae-56e0-4a04-a8b7-a17ba085c3b6,CPCOV2,2020-09-24,P1D,Deceased,25,Number,COVID-19 cases,0
b1493e14-c6d4-47e0-af9b-2da607d16256,CPCOV2,2020-09-23,P1D,Deceased,25,Number,COVID-19 cases,0
